account_age,intl_plan,voice_mail_plan,n_voice_mails,n_day_calls,sum_day_charges,n_evening_calls,sum_evening_charges,n_night_calls,sum_night_charges,n_intl_calls,sum_intl_charges,n_customer_service_calls,churn
24,0,0,0.0,86.0,45.15,102.0,17.75,105.0,8.21,6.0,3.0,2.0,1
90,0,0,0.0,97.0,36.53,117.0,10.01,78.0,6.02,2.0,3.19,2.0,0
137,0,0,0.0,79.0,18.79,111.0,18.97,64.0,7.63,3.0,2.84,3.0,0
92,1,1,45.0,88.0,47.79,103.0,16.83,76.0,4.24,3.0,2.03,0.0,0
38,0,0,0.0,86.0,23.43,76.0,24.34,77.0,7.52,3.0,3.81,2.0,0
69,1,1,33.0,98.0,46.16,102.0,21.54,85.0,7.44,2.0,2.21,1.0,1
45,0,0,0.0,108.0,19.18,120.0,18.6,106.0,10.81,3.0,2.43,2.0,0
73,0,0,0.0,118.0,31.84,90.0,20.37,108.0,7.54,2.0,4.08,1.0,0
92,0,0,0.0,84.0,33.49,105.0,22.89,105.0,7.15,4.0,2.92,1.0,0
113,0,1,32.0,89.0,30.67,124.0,11.0,124.0,7.51,2.0,2.27,1.0,0
68,1,0,0.0,126.0,25.25,125.0,18.65,121.0,8.93,7.0,3.92,1.0,1
135,0,1,22.0,113.0,33.51,95.0,22.05,135.0,6.06,5.0,3.94,2.0,0
100,0,1,26.0,115.0,26.13,146.0,11.71,104.0,9.61,5.0,4.29,1.0,0
96,0,1,27.0,96.0,44.42,101.0,18.78,97.0,8.07,2.0,3.05,1.0,0
108,0,0,0.0,102.0,41.85,134.0,17.2,95.0,8.1,5.0,2.54,1.0,0
84,0,0,0.0,88.0,32.47,119.0,27.1,79.0,11.13,4.0,1.76,0.0,0
134,0,0,0.0,86.0,35.41,89.0,21.56,86.0,13.1,3.0,3.4,1.0,0
72,0,0,0.0,73.0,43.01,78.0,18.64,89.0,9.49,4.0,2.65,0.0,0
83,0,0,0.0,87.0,34.39,111.0,17.13,82.0,4.58,4.0,1.84,0.0,0
137,0,0,0.0,120.0,29.65,98.0,13.29,121.0,6.14,5.0,2.75,0.0,0
56,0,1,30.0,89.0,21.61,116.0,14.63,111.0,8.76,3.0,3.27,1.0,0
61,1,1,16.0,76.0,24.4,58.0,20.62,95.0,6.65,3.0,3.05,0.0,0
171,0,1,17.0,94.0,31.77,138.0,20.4,64.0,9.04,3.0,1.57,1.0,0
123,0,0,0.0,118.0,32.98,114.0,20.57,108.0,6.58,4.0,3.27,1.0,0
58,0,0,0.0,89.0,39.92,131.0,9.08,122.0,8.03,6.0,2.67,0.0,0
156,0,0,0.0,96.0,21.03,80.0,8.76,82.0,8.52,4.0,3.54,1.0,0
166,0,0,0.0,103.0,29.56,83.0,23.49,113.0,8.59,5.0,4.13,0.0,0
75,0,1,41.0,115.0,22.25,110.0,17.29,68.0,7.73,4.0,3.35,1.0,0
75,0,0,0.0,102.0,53.48,86.0,14.43,100.0,12.83,3.0,1.54,2.0,1
83,0,0,0.0,78.0,38.74,115.0,17.64,100.0,9.53,5.0,3.27,1.0,0
243,0,0,0.0,92.0,16.24,63.0,13.91,118.0,11.89,6.0,1.78,2.0,0
153,0,0,0.0,127.0,31.5,73.0,17.68,124.0,9.27,3.0,4.08,1.0,0
150,0,0,0.0,133.0,24.87,95.0,17.23,103.0,10.56,3.0,3.54,1.0,0
92,0,1,16.0,99.0,31.28,134.0,6.49,96.0,8.33,3.0,3.43,2.0,0
80,0,0,0.0,110.0,17.99,88.0,3.73,87.0,8.53,5.0,3.54,0.0,0
134,0,0,0.0,110.0,30.26,64.0,13.07,105.0,10.65,4.0,3.16,1.0,0
77,0,1,24.0,74.0,25.4,72.0,10.53,84.0,7.84,6.0,2.73,1.0,0
147,0,0,0.0,104.0,35.6,78.0,11.26,123.0,6.72,3.0,3.05,2.0,0
74,0,0,0.0,105.0,29.26,99.0,17.99,105.0,8.2,6.0,3.13,1.0,0
138,1,0,0.0,82.0,28.78,147.0,18.52,77.0,8.29,9.0,2.54,1.0,0
143,0,0,0.0,117.0,20.25,136.0,24.45,100.0,10.04,4.0,3.29,0.0,0
64,0,0,0.0,147.0,33.01,87.0,14.74,114.0,12.09,2.0,1.49,2.0,0
120,0,0,0.0,56.0,33.8,73.0,19.56,81.0,5.39,3.0,2.67,2.0,0
121,1,0,0.0,94.0,28.51,121.0,7.96,115.0,10.86,1.0,3.62,3.0,1
88,0,0,0.0,86.0,34.37,93.0,18.43,99.0,10.77,2.0,3.19,2.0,0
87,0,0,0.0,106.0,54.83,93.0,17.39,128.0,8.38,4.0,2.54,2.0,1
100,0,0,0.0,107.0,36.75,84.0,18.33,127.0,6.23,3.0,2.75,0.0,0
104,0,0,0.0,116.0,12.99,74.0,9.83,94.0,10.18,3.0,2.54,3.0,0
27,0,0,0.0,75.0,12.36,117.0,17.73,71.0,2.96,3.0,2.67,1.0,0
81,0,1,31.0,100.0,35.77,97.0,19.17,120.0,7.59,4.0,2.62,0.0,0
64,1,1,33.0,93.0,21.62,104.0,13.85,109.0,11.13,13.0,2.19,0.0,0
107,0,1,28.0,79.0,34.31,128.0,25.92,133.0,10.15,8.0,3.21,1.0,0
88,0,1,17.0,78.0,37.32,94.0,18.88,92.0,8.47,5.0,4.35,1.0,0
111,0,0,0.0,112.0,16.88,136.0,22.99,94.0,10.14,6.0,2.43,3.0,0
77,0,0,0.0,114.0,40.66,115.0,12.75,81.0,7.24,2.0,2.78,5.0,0
67,1,0,0.0,58.0,20.55,88.0,19.98,130.0,4.28,11.0,3.08,2.0,0
102,0,0,0.0,81.0,38.2,112.0,11.0,109.0,7.54,6.0,4.27,1.0,0
146,0,1,19.0,88.0,30.02,66.0,13.83,98.0,9.7,6.0,3.94,1.0,0
144,0,1,51.0,98.0,48.26,109.0,16.32,85.0,8.83,4.0,2.7,1.0,0
96,0,0,0.0,92.0,30.7,114.0,16.23,125.0,13.3,4.0,2.78,1.0,1
70,0,1,31.0,101.0,21.4,102.0,16.69,75.0,11.37,4.0,2.78,1.0,0
149,0,0,0.0,79.0,40.39,107.0,16.35,111.0,9.33,9.0,2.46,0.0,0
129,0,0,0.0,91.0,33.73,106.0,22.5,101.0,5.01,2.0,2.48,2.0,0
166,0,0,0.0,110.0,46.63,109.0,4.5,119.0,11.07,5.0,2.94,0.0,0
136,1,0,0.0,89.0,33.93,96.0,17.97,84.0,3.26,4.0,2.97,3.0,1
149,0,0,0.0,91.0,37.01,74.0,23.25,99.0,10.21,3.0,2.59,3.0,0
70,0,0,0.0,96.0,22.9,90.0,20.05,113.0,11.71,6.0,2.05,3.0,0
120,0,1,24.0,73.0,36.16,103.0,21.89,119.0,10.25,13.0,2.62,2.0,0
66,0,0,0.0,135.0,43.57,106.0,15.32,135.0,8.43,7.0,1.67,2.0,0
104,0,0,0.0,133.0,31.21,98.0,10.26,112.0,9.68,2.0,3.43,1.0,0
160,0,0,0.0,90.0,29.95,115.0,16.66,95.0,11.88,4.0,2.48,1.0,0
129,0,1,37.0,94.0,34.85,103.0,14.06,81.0,8.32,8.0,3.16,1.0,0
93,0,0,0.0,114.0,45.54,74.0,18.96,90.0,11.82,3.0,3.05,3.0,1
169,0,0,0.0,111.0,30.46,130.0,14.89,92.0,10.29,6.0,2.67,2.0,0
58,0,0,0.0,145.0,25.4,105.0,16.7,108.0,9.43,3.0,4.02,1.0,0
75,0,1,38.0,132.0,27.81,113.0,12.47,115.0,15.56,3.0,3.54,3.0,0
45,0,0,0.0,71.0,35.29,94.0,12.98,125.0,9.8,13.0,3.35,1.0,0
155,0,0,0.0,108.0,28.12,103.0,15.61,108.0,3.61,4.0,2.4,3.0,0
52,0,0,0.0,114.0,35.67,82.0,14.56,119.0,6.96,9.0,2.67,4.0,0
119,0,1,27.0,128.0,37.42,133.0,22.8,80.0,6.59,3.0,3.0,0.0,0
86,0,0,0.0,72.0,24.02,95.0,13.12,91.0,9.48,5.0,2.21,1.0,0
42,0,0,0.0,89.0,33.41,123.0,20.51,105.0,6.44,7.0,1.08,0.0,0
127,1,0,0.0,114.0,30.75,118.0,17.81,105.0,11.25,4.0,2.0,2.0,0
123,0,0,0.0,150.0,17.85,90.0,21.39,93.0,11.61,5.0,4.02,0.0,0
98,0,0,0.0,119.0,46.14,102.0,16.18,118.0,12.81,6.0,3.0,4.0,1
149,0,1,43.0,79.0,35.14,122.0,14.84,80.0,10.87,3.0,2.94,1.0,0
160,0,0,0.0,109.0,28.36,117.0,20.06,77.0,13.84,1.0,2.51,1.0,0
103,0,0,0.0,107.0,34.83,102.0,11.49,106.0,9.37,3.0,2.81,5.0,0
132,0,1,15.0,128.0,26.28,106.0,20.88,90.0,6.69,4.0,2.46,1.0,0
137,0,0,0.0,107.0,21.59,75.0,27.47,127.0,6.48,2.0,2.03,1.0,0
129,1,0,0.0,78.0,45.46,85.0,17.36,146.0,5.03,4.0,1.59,1.0,0
62,0,0,0.0,66.0,47.77,108.0,13.65,74.0,3.51,0.0,0.0,1.0,0
122,0,1,33.0,96.0,46.04,110.0,18.73,104.0,7.65,8.0,3.19,4.0,0
32,0,0,0.0,82.0,29.1,102.0,15.78,64.0,9.15,7.0,2.75,1.0,0
86,0,0,0.0,82.0,21.1,120.0,17.22,119.0,13.03,8.0,1.81,3.0,0
130,0,0,0.0,113.0,27.68,111.0,24.68,140.0,5.17,3.0,1.94,1.0,0
42,0,0,0.0,84.0,24.87,113.0,21.75,117.0,2.03,12.0,2.16,1.0,0
73,0,0,0.0,85.0,43.32,80.0,12.19,102.0,6.93,7.0,4.05,2.0,0
66,0,1,26.0,108.0,43.33,135.0,20.67,95.0,8.59,3.0,1.46,2.0,0
103,0,1,31.0,124.0,18.31,104.0,16.06,98.0,8.83,3.0,2.4,0.0,0
128,0,0,0.0,75.0,27.0,91.0,22.51,77.0,12.15,7.0,2.05,1.0,0
104,0,0,0.0,113.0,31.09,85.0,20.37,104.0,10.34,4.0,1.49,2.0,0
103,0,0,0.0,112.0,33.75,90.0,3.61,124.0,8.06,5.0,3.35,0.0,0
124,0,0,0.0,72.0,30.33,134.0,19.86,91.0,8.07,2.0,3.24,0.0,0
87,0,0,0.0,91.0,18.85,115.0,13.47,131.0,9.34,5.0,1.67,1.0,0
109,0,1,27.0,85.0,28.37,92.0,18.8,97.0,8.88,4.0,3.32,1.0,1
167,1,0,0.0,91.0,41.62,105.0,5.17,110.0,7.95,3.0,2.89,2.0,0
97,0,0,0.0,96.0,20.54,101.0,14.43,63.0,8.73,3.0,3.21,4.0,1
106,0,0,0.0,118.0,28.1,101.0,17.85,93.0,8.42,3.0,2.3,2.0,0
125,0,0,0.0,113.0,21.54,131.0,13.22,112.0,9.28,7.0,3.89,2.0,0
108,0,1,35.0,106.0,36.7,107.0,17.05,107.0,8.79,7.0,4.19,0.0,0
125,0,0,0.0,132.0,23.82,126.0,17.82,77.0,11.88,2.0,2.16,1.0,0
89,0,1,32.0,113.0,35.68,104.0,21.23,92.0,10.09,7.0,2.35,1.0,0
72,1,1,29.0,114.0,23.77,91.0,11.75,88.0,9.95,6.0,1.49,0.0,0
23,0,0,0.0,107.0,54.67,115.0,21.39,158.0,6.35,3.0,3.05,2.0,1
149,0,0,0.0,61.0,28.32,107.0,18.6,131.0,9.37,6.0,2.21,7.0,0
73,0,0,0.0,90.0,36.41,78.0,16.73,112.0,7.11,8.0,1.59,0.0,0
61,0,0,0.0,123.0,44.2,127.0,17.89,70.0,10.56,3.0,2.43,1.0,1
161,0,0,0.0,113.0,32.62,87.0,6.03,107.0,9.22,4.0,3.62,4.0,1
73,0,0,0.0,95.0,36.21,104.0,16.05,89.0,6.13,3.0,3.65,0.0,0
118,0,1,24.0,83.0,20.08,72.0,9.32,73.0,11.05,2.0,4.56,1.0,0
23,0,0,0.0,89.0,32.33,108.0,14.14,73.0,9.89,4.0,4.05,6.0,0
127,0,1,25.0,95.0,13.97,109.0,13.88,104.0,11.92,6.0,1.38,0.0,0
42,0,1,32.0,80.0,27.85,123.0,15.11,106.0,8.57,5.0,2.19,0.0,0
118,0,0,0.0,145.0,45.53,121.0,26.89,91.0,9.39,11.0,3.89,5.0,1
45,0,0,0.0,91.0,27.17,86.0,10.23,93.0,7.34,3.0,2.86,2.0,0
50,0,1,24.0,129.0,36.43,55.0,24.63,130.0,14.06,4.0,2.86,1.0,0
179,0,0,0.0,123.0,48.84,114.0,24.48,112.0,11.97,4.0,2.84,0.0,1
152,0,0,0.0,122.0,17.2,87.0,12.04,124.0,8.93,3.0,2.03,2.0,0
105,0,0,0.0,74.0,17.48,125.0,23.94,113.0,10.26,5.0,3.56,2.0,0
72,0,0,0.0,97.0,18.55,96.0,9.83,84.0,13.31,6.0,2.24,0.0,0
52,0,0,0.0,67.0,36.7,108.0,18.45,130.0,15.43,2.0,1.4,1.0,0
125,0,0,0.0,110.0,34.58,97.0,10.94,113.0,8.57,4.0,2.97,1.0,0
143,0,0,0.0,113.0,18.72,59.0,14.37,94.0,7.5,2.0,2.48,1.0,0
65,0,0,0.0,51.0,18.87,84.0,18.68,89.0,9.09,14.0,1.19,1.0,0
80,0,0,0.0,121.0,40.78,51.0,12.1,106.0,16.39,5.0,2.51,1.0,0
1,0,0,0.0,107.0,24.62,66.0,9.56,79.0,9.84,3.0,3.73,1.0,0
60,0,0,0.0,134.0,23.02,85.0,17.5,103.0,9.18,4.0,2.13,1.0,0
43,0,0,0.0,134.0,14.31,103.0,6.87,79.0,8.82,2.0,2.92,1.0,0
143,0,0,0.0,127.0,35.55,80.0,9.02,90.0,8.08,6.0,3.78,0.0,0
81,0,1,24.0,117.0,22.12,61.0,16.66,123.0,6.27,5.0,3.08,0.0,0
205,0,1,24.0,139.0,29.89,98.0,13.18,64.0,8.13,5.0,2.11,2.0,0
24,0,0,0.0,104.0,41.12,112.0,12.34,105.0,9.65,5.0,1.78,1.0,0
74,0,0,0.0,106.0,23.24,105.0,19.43,114.0,11.94,4.0,2.65,0.0,0
77,0,0,0.0,68.0,11.51,86.0,16.63,137.0,10.64,2.0,3.24,1.0,0
74,0,0,0.0,87.0,34.07,105.0,26.28,118.0,6.84,2.0,2.7,1.0,0
74,1,0,0.0,103.0,21.39,96.0,17.65,143.0,9.33,4.0,3.81,1.0,1
200,0,0,0.0,87.0,21.79,105.0,11.32,123.0,7.99,2.0,3.02,1.0,0
86,0,0,0.0,88.0,38.47,107.0,18.96,92.0,11.5,3.0,3.51,4.0,0
91,0,1,37.0,107.0,27.59,115.0,19.88,94.0,12.48,4.0,2.48,0.0,0
76,0,0,0.0,121.0,38.15,97.0,12.57,74.0,8.27,2.0,1.81,2.0,0
130,0,0,0.0,127.0,20.49,52.0,16.12,107.0,12.15,2.0,3.86,1.0,0
56,0,0,0.0,90.0,15.49,115.0,15.24,89.0,13.53,8.0,3.21,2.0,0
117,0,0,0.0,137.0,28.7,107.0,20.52,106.0,9.22,4.0,4.19,0.0,0
63,0,0,0.0,81.0,26.1,115.0,24.42,85.0,10.36,5.0,1.76,2.0,0
126,0,0,0.0,88.0,38.45,114.0,11.93,110.0,9.4,2.0,1.73,0.0,0
132,0,0,0.0,107.0,32.62,127.0,17.59,88.0,12.24,2.0,3.4,1.0,0
81,0,1,28.0,147.0,28.54,105.0,16.21,103.0,8.69,6.0,2.48,4.0,1
122,0,0,0.0,88.0,30.6,77.0,12.33,120.0,10.52,6.0,3.11,2.0,0
46,0,0,0.0,67.0,43.76,91.0,22.19,107.0,9.2,5.0,3.62,2.0,1
150,0,1,28.0,75.0,29.65,80.0,14.44,130.0,9.07,4.0,2.97,1.0,0
99,0,0,0.0,83.0,27.15,121.0,13.21,114.0,11.51,3.0,2.27,1.0,0
87,0,0,0.0,124.0,40.32,87.0,18.92,81.0,7.8,3.0,2.97,1.0,0
108,0,0,0.0,129.0,17.51,103.0,20.6,89.0,7.66,3.0,2.13,1.0,0
101,0,0,0.0,89.0,26.15,89.0,19.89,77.0,8.83,2.0,3.13,4.0,0
53,0,0,0.0,86.0,34.87,95.0,13.64,142.0,6.73,2.0,2.89,3.0,0
132,0,1,39.0,93.0,29.87,94.0,15.91,118.0,10.15,3.0,2.32,2.0,0
158,0,0,0.0,123.0,26.5,112.0,19.06,116.0,9.95,8.0,2.32,2.0,0
114,0,1,34.0,109.0,26.25,142.0,18.82,103.0,9.38,5.0,2.78,0.0,0
77,0,1,23.0,73.0,35.65,63.0,15.61,111.0,9.25,3.0,1.92,2.0,0
144,1,0,0.0,69.0,25.5,73.0,24.3,121.0,8.58,15.0,2.54,0.0,0
91,0,1,23.0,97.0,39.51,88.0,15.81,128.0,8.57,3.0,3.32,3.0,0
58,0,0,0.0,100.0,28.12,87.0,9.83,118.0,8.72,5.0,3.46,2.0,0
5,0,0,0.0,106.0,33.86,12.0,15.92,85.0,9.63,3.0,3.59,3.0,0
97,0,0,0.0,81.0,36.99,51.0,27.24,110.0,6.78,3.0,1.13,0.0,0
107,0,0,0.0,95.0,36.06,88.0,12.76,111.0,9.89,2.0,2.08,3.0,0
142,0,1,30.0,75.0,26.18,97.0,14.09,83.0,12.15,5.0,2.92,1.0,0
9,0,1,31.0,130.0,32.95,98.0,17.22,102.0,8.6,2.0,3.59,1.0,0
73,0,0,0.0,130.0,29.82,105.0,21.09,85.0,5.51,4.0,3.29,0.0,0
48,0,1,22.0,63.0,25.84,131.0,22.0,109.0,11.84,5.0,4.24,2.0,1
43,0,0,0.0,147.0,39.13,121.0,15.87,100.0,5.78,3.0,2.48,0.0,0
122,0,1,33.0,103.0,29.73,105.0,21.1,116.0,7.41,3.0,3.65,1.0,1
93,0,0,0.0,68.0,32.33,64.0,22.29,92.0,5.85,4.0,2.38,0.0,0
85,0,0,0.0,122.0,29.99,123.0,19.12,50.0,9.88,1.0,3.11,1.0,0
59,0,0,0.0,95.0,27.35,65.0,21.35,97.0,12.3,5.0,1.35,3.0,0
87,0,0,0.0,90.0,38.88,99.0,13.86,90.0,6.93,3.0,3.19,1.0,0
137,0,0,0.0,90.0,24.48,100.0,15.44,93.0,5.76,2.0,3.32,0.0,0
21,0,1,31.0,90.0,23.1,84.0,23.04,89.0,8.06,7.0,2.57,6.0,0
129,0,0,0.0,118.0,56.83,104.0,16.33,83.0,8.59,6.0,2.81,0.0,1
104,0,0,0.0,77.0,22.19,117.0,11.15,63.0,11.91,6.0,3.51,0.0,0
93,0,1,21.0,105.0,22.81,128.0,13.81,90.0,8.4,2.0,3.19,4.0,1
63,0,0,0.0,102.0,47.26,114.0,22.64,118.0,10.08,4.0,3.54,4.0,1
161,0,0,0.0,70.0,17.92,122.0,18.26,126.0,10.06,5.0,2.11,0.0,0
50,0,0,0.0,94.0,32.11,104.0,17.33,124.0,6.83,8.0,3.13,3.0,0
103,0,1,24.0,85.0,19.01,102.0,20.37,81.0,12.07,4.0,1.86,1.0,0
84,0,1,33.0,106.0,27.05,101.0,12.73,108.0,9.6,18.0,3.51,1.0,0
92,0,0,0.0,105.0,36.11,118.0,19.09,105.0,9.96,4.0,2.43,1.0,0
77,0,0,0.0,112.0,24.19,111.0,26.04,82.0,8.84,1.0,2.67,1.0,0
64,1,0,0.0,55.0,58.96,79.0,21.21,102.0,12.39,9.0,3.59,1.0,1
159,0,1,15.0,102.0,19.36,146.0,12.35,137.0,8.78,9.0,3.19,1.0,0
110,1,1,27.0,103.0,45.54,74.0,22.38,106.0,8.01,2.0,2.24,1.0,1
138,0,0,0.0,117.0,29.14,128.0,9.79,115.0,10.1,4.0,4.59,3.0,0
178,0,0,0.0,150.0,46.82,62.0,15.94,126.0,6.62,3.0,3.67,1.0,0
38,0,1,31.0,118.0,33.52,70.0,21.24,104.0,13.45,2.0,1.05,0.0,0
50,0,1,35.0,97.0,32.74,101.0,11.49,101.0,9.73,2.0,2.13,2.0,0
45,0,1,26.0,104.0,15.59,119.0,12.8,103.0,2.85,5.0,2.08,1.0,0
70,0,0,0.0,99.0,21.47,106.0,12.04,96.0,11.52,2.0,2.59,0.0,0
147,0,1,33.0,107.0,42.76,110.0,19.9,87.0,9.6,6.0,2.81,3.0,0
94,0,0,0.0,108.0,32.4,95.0,12.95,97.0,6.51,5.0,2.03,1.0,0
179,0,0,0.0,101.0,19.74,99.0,17.15,103.0,8.19,5.0,3.13,0.0,0
116,0,0,0.0,91.0,36.94,95.0,18.37,76.0,6.66,3.0,3.05,2.0,0
59,0,0,0.0,80.0,30.5,99.0,19.76,105.0,7.91,3.0,3.97,0.0,0
165,0,0,0.0,109.0,35.31,94.0,14.01,91.0,2.45,3.0,2.13,0.0,0
133,0,0,0.0,138.0,47.14,117.0,19.41,103.0,5.28,4.0,3.46,2.0,1
140,0,0,0.0,84.0,21.3,121.0,14.25,94.0,11.73,4.0,2.27,1.0,0
93,0,1,32.0,91.0,23.48,72.0,14.22,115.0,10.75,3.0,1.84,2.0,0
52,0,1,38.0,88.0,28.78,97.0,19.2,86.0,7.74,3.0,2.21,0.0,0
64,0,1,27.0,101.0,34.22,89.0,12.22,127.0,6.76,3.0,3.32,1.0,0
12,1,0,0.0,117.0,36.84,126.0,9.9,110.0,9.9,4.0,2.65,2.0,0
48,0,0,0.0,92.0,32.37,85.0,26.99,113.0,6.0,4.0,2.24,2.0,0
181,0,0,0.0,91.0,24.36,58.0,16.62,95.0,10.05,7.0,1.62,1.0,0
168,0,1,42.0,57.0,16.56,98.0,17.31,124.0,7.83,2.0,3.08,2.0,0
155,0,0,0.0,111.0,30.84,92.0,14.25,122.0,7.58,3.0,3.05,3.0,0
105,0,0,0.0,83.0,41.89,101.0,21.78,151.0,7.61,4.0,1.03,0.0,0
11,0,0,0.0,130.0,24.38,50.0,24.6,100.0,8.73,6.0,2.62,2.0,0
182,0,0,0.0,111.0,17.83,120.0,16.87,91.0,11.62,5.0,2.16,2.0,0
104,0,0,0.0,93.0,26.55,54.0,16.41,94.0,10.02,5.0,3.54,1.0,0
102,0,0,0.0,125.0,19.52,126.0,6.96,101.0,13.69,4.0,3.24,0.0,0
122,0,0,0.0,96.0,39.53,120.0,17.47,91.0,9.62,2.0,3.21,0.0,0
41,0,0,0.0,117.0,24.41,108.0,12.95,110.0,8.75,3.0,2.32,1.0,0
132,0,0,0.0,132.0,30.04,80.0,20.75,120.0,7.93,4.0,2.46,2.0,0
76,0,0,0.0,148.0,44.78,69.0,19.58,101.0,7.68,5.0,3.08,1.0,1
13,0,0,0.0,74.0,24.89,92.0,12.62,96.0,9.75,3.0,3.05,1.0,0
115,0,1,33.0,72.0,24.65,157.0,16.53,138.0,10.9,3.0,3.83,2.0,0
67,0,0,0.0,91.0,28.53,69.0,14.25,71.0,4.96,12.0,2.27,1.0,0
154,0,0,0.0,99.0,28.37,97.0,13.17,89.0,8.52,5.0,1.94,0.0,0
100,0,0,0.0,87.0,24.23,88.0,16.63,117.0,5.49,8.0,2.11,2.0,0
146,1,0,0.0,65.0,22.61,93.0,22.34,128.0,9.64,3.0,3.02,1.0,0
148,0,1,11.0,129.0,42.99,88.0,24.17,99.0,11.83,1.0,3.32,1.0,0
67,0,1,28.0,94.0,16.15,73.0,24.75,114.0,7.18,2.0,2.7,2.0,0
161,1,0,0.0,106.0,33.01,105.0,21.2,129.0,11.47,1.0,3.48,1.0,1
70,0,0,0.0,114.0,37.88,113.0,18.35,122.0,10.06,0.0,0.0,1.0,0
116,0,0,0.0,82.0,34.31,95.0,19.68,130.0,10.17,5.0,4.46,0.0,0
99,0,1,42.0,125.0,36.72,104.0,19.75,100.0,9.7,4.0,2.51,2.0,1
87,0,0,0.0,108.0,24.87,102.0,14.6,66.0,7.54,9.0,1.43,1.0,0
87,0,0,0.0,85.0,39.92,91.0,11.98,93.0,9.19,5.0,2.57,1.0,0
70,0,0,0.0,111.0,33.76,115.0,18.18,105.0,7.7,6.0,2.86,2.0,0
131,0,0,0.0,80.0,16.05,101.0,18.28,108.0,8.09,9.0,3.54,2.0,0
119,0,0,0.0,74.0,32.37,113.0,18.33,111.0,7.25,1.0,2.7,2.0,0
119,0,1,32.0,77.0,24.24,126.0,17.7,102.0,7.69,2.0,3.24,3.0,0
87,1,0,0.0,80.0,22.81,71.0,14.03,102.0,7.79,5.0,2.89,0.0,0
112,0,0,0.0,92.0,19.02,143.0,9.69,79.0,6.61,3.0,3.81,5.0,1
75,0,0,0.0,89.0,20.88,104.0,17.96,91.0,11.76,2.0,2.89,2.0,0
150,0,0,0.0,77.0,32.18,105.0,18.78,117.0,10.74,5.0,2.48,4.0,0
161,0,1,38.0,112.0,40.87,102.0,17.15,112.0,9.27,6.0,4.35,0.0,0
91,1,1,24.0,112.0,15.9,128.0,15.59,133.0,10.83,3.0,2.67,0.0,0
124,0,0,0.0,104.0,26.96,77.0,17.95,104.0,8.07,8.0,2.75,3.0,0
94,1,0,0.0,109.0,41.34,88.0,12.5,99.0,4.27,4.0,1.94,4.0,0
217,0,0,0.0,115.0,29.99,128.0,13.5,107.0,13.8,3.0,2.51,4.0,0
158,0,0,0.0,129.0,37.55,108.0,20.59,75.0,10.5,5.0,1.73,0.0,0
102,0,0,0.0,87.0,24.55,128.0,22.65,59.0,9.79,7.0,1.92,0.0,0
85,0,0,0.0,107.0,36.09,103.0,19.41,116.0,7.35,3.0,2.08,0.0,0
79,0,0,0.0,72.0,24.99,102.0,14.08,107.0,10.94,9.0,2.27,1.0,0
139,0,1,25.0,112.0,16.35,70.0,15.21,84.0,8.19,10.0,3.48,2.0,0
103,0,0,0.0,118.0,44.78,69.0,15.22,112.0,9.66,2.0,2.78,0.0,0
98,1,0,0.0,67.0,2.13,90.0,21.81,88.0,7.62,9.0,2.08,1.0,0
78,0,0,0.0,116.0,27.59,86.0,16.35,100.0,10.83,3.0,2.73,2.0,0
50,0,0,0.0,107.0,31.21,118.0,4.98,99.0,9.12,3.0,2.35,1.0,0
161,0,0,0.0,109.0,30.28,86.0,12.45,78.0,6.19,2.0,2.3,1.0,0
67,0,0,0.0,101.0,34.24,122.0,8.3,119.0,9.11,3.0,1.89,0.0,0
86,0,1,38.0,158.0,20.91,119.0,11.38,103.0,6.22,4.0,3.59,1.0,0
92,0,0,0.0,125.0,35.36,76.0,16.91,97.0,3.44,6.0,2.32,0.0,0
174,0,0,0.0,72.0,40.66,124.0,16.02,116.0,4.75,3.0,2.38,1.0,0
124,0,0,0.0,97.0,32.81,99.0,7.63,104.0,7.78,3.0,4.13,1.0,0
132,0,1,31.0,101.0,29.67,105.0,20.88,76.0,7.78,9.0,2.78,1.0,0
190,0,1,26.0,71.0,19.84,88.0,12.4,103.0,7.88,3.0,2.67,1.0,0
101,0,0,0.0,127.0,15.95,104.0,12.75,116.0,10.85,2.0,2.89,1.0,0
185,1,1,30.0,114.0,26.2,106.0,10.09,105.0,11.63,3.0,3.48,2.0,0
68,0,1,29.0,82.0,40.72,105.0,17.32,70.0,7.55,6.0,2.67,0.0,0
117,0,1,25.0,140.0,36.72,69.0,19.05,112.0,12.06,4.0,3.19,0.0,0
118,0,0,0.0,97.0,31.86,89.0,15.11,97.0,10.5,6.0,3.29,1.0,0
124,0,0,0.0,119.0,28.46,143.0,19.82,115.0,4.93,5.0,2.78,0.0,0
22,0,0,0.0,108.0,27.27,88.0,18.54,115.0,8.68,4.0,3.38,1.0,0
75,0,0,0.0,92.0,24.34,142.0,17.77,96.0,7.79,9.0,3.21,1.0,0
134,0,0,0.0,122.0,34.9,155.0,20.44,107.0,8.06,9.0,1.35,1.0,0
164,0,1,25.0,88.0,37.25,99.0,12.88,60.0,2.25,6.0,3.86,1.0,0
44,0,0,0.0,77.0,24.34,114.0,14.43,77.0,9.71,4.0,2.05,1.0,0
177,0,0,0.0,106.0,39.58,97.0,14.89,77.0,9.55,7.0,3.38,2.0,0
110,0,0,0.0,81.0,27.54,89.0,21.04,99.0,7.0,8.0,2.4,0.0,0
